oos,"where can i get the flu shot"
oos,"when do i have to get the mmr"
oos,"when will nightwish be touring through my city"
oos,"does iron maiden have any new releases"
oos,"can you tell me whether the knicks will play the lakers this week"
oos,"when do the kids get out of school today"
oos,"how much sugar was in my urine this morning"
oos,"what's a good blouse to wear with pink shoes"
oos,"how much does it cost to spay a puppy"
oos,"what's the best style shoe to wear to the prom"
oos,"can you tell me about that tornado that just tore up alabama"
oos,"what happened with the summit between trump and jong"
oos,"check and see what the local news in broadcasting"
oos,"upload the pictures to the correct album"
oos,"i have a super runny nose and want to find a doctor"
oos,"which medicine to relieve my cough"
oos,"how do i get rid of sore throat at home"
oos,"how to paint walls"
oos,"can you store a gun in a safe deposit box"
oos,"how do you get a safe deposit box"
oos,"where should i go if i hammered a nail through my foot"
oos,"do vegans really want to blame cows for climate change"
oos,"i need to hire a grass treatment specialist"
oos,"when is the best time of year for pruning"
oos,"find someone local who mows lawns"
oos,"create a speech on historical events surrounding albert einstein"
oos,"create a pamphlet on albert einsteins childhood"
oos,"what is albert einstein famous for"
oos,"when was albert einstein born"
oos,"is the movie avatar culturally insensitive"
oos,"does bill gates still have any material participation in the running of microsoft"
oos,"give me the weather forecast for today"
oos,"what is bitcoin trading for currently"
oos,"where can i have a black and white photo blown up to poster size"
oos,"can you colorize a black and white photo"
oos,"when will the next boston marathon be"
oos,"look up which animal is represented in this year's chinese new year"
oos,"what is the animal for this chinese new year"
oos,"would it be legal to have battles to the death in a homemade colosseum"
oos,"do the romans still use the colosseum for anything today"
oos,"where is the colosseum"
oos,"can you really time your compressions to queen's \"another one bites the dust\""
oos,"tell me how to perform cpr"
oos,"where are classes taught near me for c++"
oos,"declare a variable named \"golf\""
oos,"how do i write c++"
oos,"is the depiction of gold mining in the movie the ballad of buster scruggs realistic"
oos,"do you own the mineral rights to gold nuggets you find in your back yard"
oos,"where is the best place to mine for gold"
oos,"when was the gold rush"
oos,"what's the main export by the peoples of greenland"
oos,"how many people still live on greenland"
oos,"create several photos of me with different hair styles"
oos,"show video of hair styling tips"
oos,"did a man really die trying to be loved by a horse"
oos,"how many acres do you need to buy a horse"
oos,"get me a picture of a horse"
oos,"find out how many latin scholars there are at the university of chicago"
oos,"make a list of stocks that would be good to invest in to start making money"
oos,"how can i add my signature to the proposed bill legalizing prostitution"
oos,"what's the roi doing arbitrage with ebay"
oos,"do women still bare their chests for beads at mardi gras"
oos,"when's the next mardi gras going to be"
oos,"what is the best way to kill microbes"
oos,"start a speech on microbes for me"
oos,"what is the top 10 best modems"
oos,"does the nsa listen to me"
oos,"what do you do if your cat eats an octopus"
oos,"find out which museum houses the most post modern art in new york state"
oos,"look up the top 3 selling post modern artists in the united states"
oos,"create a portrait for me using post modern art"
oos,"find me examples of post modern art"
oos,"find the names of all the rain forests located in south america"
oos,"does cutting down the rain forest really add to global warming"
oos,"what's the current prevailing interest rate for mortgages in my area"
oos,"how's the real estate market doing this week"
oos,"please list my real estate for sale"
oos,"make an ad to sell my real estate"
oos,"what's the status of robotic servants from japan"
oos,"can a robot really travel back in time"
oos,"see if you can purchase a spacesuit online"
oos,"compile a folder of paintings of sparta"
oos,"display history of sparta"
oos,"start a portfolio on venture capital funding for me to look over"
oos,"how to plan for weddings"
oos,"what did my best friend do in the kitchen while we were gone"
oos,"is there any news if my parents survived the crash"
oos,"tell me who gives the best motivational speeches on the web"
oos,"send me a motivational quote everyday for the next week"
oos,"tell me where i can get more information on getting a job at the post office"
oos,"help me find a new position as a programmer"
oos,"what's the best career search website"
oos,"give me a list of the biographies written by nyu professors after 2001"
oos,"i would like for you to start a biography on me"
oos,"show me all biographies on teddy kennedy"
oos,"find out what supplies i am missing and will need on my upcoming camping trip"
oos,"what are the camping restrictions at bear island"
oos,"show me what one should do to get ahead in a tech corporation"
oos,"look up ways for me to advance my job placement"
oos,"see if there is a recipe to make a casserole without any dairy"
oos,"tell me in how many different colors i can get dinner plates from pier one imports"
oos,"look up the conversion rate for the euro to dollar exchange"
oos,"how do i put a lens that's fallen out back in my glasses"
oos,"i need you to order a new pair of eyeglasses for me"
oos,"show me examples of cute eyeglass frames"
oos,"tell me how to get rid of a spirit that's haunting me"
oos,"show me how to contact a paranormal spirit"
oos,"make a list of goals i need to meet in order to write a book"
oos,"remind me what my weight loss goals are"
oos,"give me a list of tax attorneys that practice in my city"
oos,"tell me how i can file a pleading in circuit court"
oos,"what are the top rated local lawyers"
oos,"tell me what the longest tributary is in venezuela"
oos,"please book another boat for this weekends trip"
oos,"get me a list of universities that provide full scholarships in arizona"
oos,"tell me where to go to get my son enrolled in public kindergarten"
oos,"do a job search on monstercom for jobs in the tech field in arlington, va"
oos,"i need to find work, help me connect to a local business through linkedin"
oos,"give me a list of the top 5 issues people have in this country"
oos,"what is the government department that regulates emissions"
oos,"explain to me the process of evaporation"
oos,"tell me how to make a lesson plan"
oos,"tell me where i can get the cheapest tennis balls on the internet"
oos,"play the current tennis match on the tv in the living room"
oos,"make a chart of all the tennis scores from this year"
oos,"find the best prices for toothpaste at any store within a 5 mile radius of my location"
oos,"what's the best price on a gray xl ll bean men's parka"
oos,"how do i set the time on my tag heuer"
oos,"give me prices on a copy of the mla grammar handbook"
oos,"put into words what you want"
oos,"what kind of foods are border collies allergic to"
oos,"look up daily dog kennels in my area"
oos,"call the grocery store and get their operational hours"
oos,"call an uber to take me to the closest grocery store"
oos,"are all the street lamps working on my street"
oos,"make a list of all community gardens near me"
oos,"tell me where to send my resume in order to get a job at delta airlines"
oos,"please spell check my resume"
oos,"where can i get 100% merino wool t-shirts on the internet"
oos,"show me all listings on amazon for leather belts for men"
oos,"search up someone who plays in a movie"
oos,"tell me about the amusement park"
oos,"take a ride on the ferris wheel"
oos,"go on the ferris wheel"
oos,"compare prices of malt-o-meal to kelloggs"
oos,"search all movies created by disney in the 1980's"
oos,"does disney world close when it storms"
oos,"what are the hours for disney world"
oos,"what time did i get the last text message i received"
oos,"watch the stories on instagram"
oos,"update my status on instagram"
oos,"can you check on what it would cost me to upgrade my iphone with t-mobile"
oos,"please alert me when my iphone battery falls below 30%"
oos,"what are the requirements of a lab technician"
oos,"generate a list of 20 songs that include the word love in the title"
oos,"create a 500 word letter expressing love"
oos,"what does the average cost of an engagement ring"
oos,"what is popular in fashion right now"
oos,"does denim go with anything"
oos,"accept incoming phone call"
oos,"deny incoming phone call"
oos,"what do i wear on my feet when it rains"
oos,"what do i put on my feet"
oos,"what are the words to the chorus for this song"
oos,"display the song lyrics for me"
oos,"clear my search history"
oos,"compare the new life growth in trees when the seasons change"
oos,"find a good toy to give a 5 year old boy that costs less than $40"
oos,"look on amazon for the price of a nitendo switch"
oos,"what brand was the last advertisement for"
oos,"i watched \"were the millers\" on netflix last night"
oos,"how many people have held the role of county attorney bearing the family name \"dixon\""
oos,"tell me about the candidates running for local office in my area"
oos,"find out who is the representative of my district"
oos,"look up the email address of the local police"
oos,"how many hits have i done today"
oos,"change out the older photos with the newer ones"
oos,"can you group my photos by location"
oos,"look up the operating hours of my local park on weekends"
oos,"how many parks are within 20 miles of me"
oos,"check to see if i still have allergy medication"
oos,"how long should an essay be"
oos,"how do you start an essay"
oos,"find out who the best appliance repairman is for the downtown area"
oos,"look up local repair shops that work on vacuum cleaners"
oos,"can i get a sear's appliance repairman"
oos,"find directions to the sunshine car wash from my house"
oos,"can you book me an appointment at a car wash"
oos,"what brush can i use to wash my car that won't scratch it"
oos,"please clean the car windows"
oos,"vacuum out the car"
oos,"find a credit mentoring service number for me please"
oos,"how much does it cost to get two jackets dry cleaned"
oos,"find a cleaner that specializes in suede"
oos,"create emergency phone numbers list"
oos,"keep a note of how many miles you walk a day"
oos,"what is the most famous quote on the internet"
oos,"make a list of the top 100 famous quotes"
oos,"show me the top 10 quotes by mark twain"
oos,"find a credit counseling service for me on the web"
oos,"explain how to reduce my debt burden"
oos,"look up the current auto loan rate at chase bank"
oos,"check current prime mortgage rate"
oos,"send me a quote from a motivational speaker twice a day"
oos,"find me a book on motivational speaking from amazon"
oos,"can you check to see which parking garages are open downtown"
oos,"find out where parking is close to the stadium"
oos,"what do you do all day while i'm at work"
oos,"so, hang out around this house often"
oos,"tell me the best way to freshen the smell in my car"
oos,"where's the closest car wash my car smells"
oos,"find out how to deodorize a car"
oos,"see if you can find a good vegetable wash for me"
oos,"look up website on container gardening"
oos,"are we allowed to wash our cars during the drought"
oos,"request a refund on the car wax i bought yesterday"
oos,"rent the tuxedo the day before"
oos,"find available letter writing classes at the local community college"
oos,"find me a graphic tutorial on writing longhand"
oos,"start listening to me dictate a letter"
oos,"email my boss, tell him i wont be in today"
oos,"are the schools closed"
oos,"let me know what time the patriots game starts"
oos,"tell me how long until the nascar race begins"
oos,"what shows are on tonight"
oos,"can you tell me what the best places are to look for a job online"
oos,"sign me up for the slack employment forum"
oos,"can you enable subtitles"
oos,"consult the gq website to find what men wear to weddings"
oos,"order me a blue pin stripe suit from saville row"
oos,"what's in fashion this month"
oos,"how many calories does jumping up and down burn"
oos,"fill up my water bottle for the gym"
oos,"pick out an excerise outfit for me"
oos,"i have a rash, what can i use for it"
oos,"can you order some ointment for me"
oos,"how do i get rid of an itchy rash"
oos,"forward the text i just got from henry to giselle"
oos,"please read the text message i just received"
oos,"save my text on my laptop hard drive"
oos,"are there any messages"
oos,"what's that smell"
oos,"is beer legal in this state"
oos,"get me articles and pics of different types of household bugs for this area"
oos,"please answer the phone and put it on speaker on the tv"
oos,"ignore call"
oos,"find out what type of wax is needed for a late model ford sedan"
oos,"what supplies do i need to clean my car"
oos,"how old is the oldest person that is in the guiness book of world records"
oos,"can you look at what average reviews say about the new windows phone on amazon for me"
oos,"make me a list of the top ten reviewed hiking boots on jetcom"
oos,"show me a tabulation of reviews for lcd tv's on amazon"
oos,"how many movies are in the star wars series"
oos,"who plays han solo"
oos,"what movie is the line today is our independence day from"
oos,"what movie is it that says today is a good day to die"
oos,"what movie does it's just a flesh wound come from"
oos,"what marvel movie did mark ruffalo first appear in"
oos,"is there more than one occult that a person can join"
oos,"can i summon a demon using just an ouija board"
oos,"what's the best way to drown a witch"
oos,"did madison really bathe in the potomac naked"
oos,"can you explain a good risk strategy to me"
oos,"fill out the paperwork for tonys new daycare center"
oos,"where can i find the best divorce lawyer"
oos,"make me a map of all earthquake hotspots in the continental us"
oos,"how much damage did the last earthquake here do"
oos,"what was the latest tremor on the richter scale"
oos,"what is appropriate to spend on a bouquet of flowers for mother's day"
oos,"is the polar vortex of 2019 apart of global warming"
oos,"what is global warming"
oos,"can you book me a tee time at cantigny at 2 pm on saturday"
oos,"how do i stop my child from setting small animals on fire for amusement"
oos,"review chapter 6 with my son and verify his math homework answers"
oos,"how do i turn up the resolution that i am taking pictures in on my camera phone"
oos,"print out the photos i took today"
oos,"can you find me sheet music for the beatles white album online"
oos,"find me a good band instructor or two to compare in my area"
oos,"can i get a starter course for the trumpet"
oos,"how many keys does a xylophone have"
oos,"how many polar bears are still alive in the arctic"
oos,"are polar bears on the endangered species list"
oos,"can a polar bear live in alabama"
oos,"show me the new york times most popular book list for this week"
oos,"how many books are in piers anthony virtual mode series"
oos,"order the new book titled \"ghost work\""
oos,"please check if god is really living in a small apartment in brussels"
oos,"what did the mesopotamians call the creator of the universe"
oos,"what happens if you're skydiving and your parachute doesn't open"
oos,"google the price of skydiving in florida"
oos,"in what movie did mrs congeniality feature a contestant championing for world peace"
oos,"what is the nature of the big bang theory"
oos,"how does the etheric body operate"
oos,"where can i find cheap rental skis nearby"
oos,"check the nanny cam and send the feed to my phone"
oos,"how much should i tip on this bill"
oos,"send me live feed of the pre-game prediction show on my phone"
oos,"what are the scores of other teams in this division"
oos,"look up pitcher stats on jake rooney"
oos,"what teams are playing right now"
oos,"renew gym membership"
oos,"what's my budget for today's shopping trip"
oos,"can you find my car in the parking lot"
oos,"what's the best hand to have in texas hold em"
oos,"is gambling legal in my state"
oos,"fold my hand"
oos,"what time did i put in my first load of laundry"
oos,"how much time is left on my laundry"
oos,"report outage to my electric provider"
oos,"power up my generator"
oos,"call up instructables website and find article on bike assembly"
oos,"search information on how to apply foundation"
oos,"find instructions on how to play taboo"
oos,"what casino game has the best odds"
oos,"can you locate the television remote"
oos,"where did i last place my remote"
oos,"do you know where the remote is"
oos,"have you seen the remote"
oos,"can you detect where i placed my wallet"
oos,"give me my wallet location"
oos,"can you give me the gps location of harvey"
oos,"where's my buddy steve right this second"
oos,"locate jenny at her present position"
oos,"let me know where jim is right now"
oos,"what size wipers does this car take"
oos,"where is the dipstick"
oos,"how much is 1 share of aapl"
oos,"how is glue made"
oos,"what is the largest state in the us"
oos,"what is the current market trend"
oos,"what is the most popular airline"
oos,"what are some ways to reduce spending"
oos,"how do i change my billing address"
oos,"how do i open an online line of credit"
oos,"how do i remove a coffee blemish"
oos,"where can i find the cruise control on my kia sportage 2010"
oos,"is it worth investing in target"
oos,"what are some deals on amazon"
oos,"what city is the super bowl"
oos,"how long is winter"
oos,"what were some of ben franklin's notable accomplishments"
oos,"where was john denver born"
oos,"who's toledo's starting point guard for the next game"
oos,"how many players are on the chicago bulls"
oos,"when was the theory of evolution first considered"
oos,"what stage of evolution am i"
oos,"what's the most dominant scale in bluegrass"
oos,"what year was saxaphone first played"
oos,"what are the benefits of completing college"
oos,"what team does eli mannign play for"
oos,"which character is the most famous from titanic"
oos,"which marvel character has appeared in the most movies"
oos,"please explain the catch rule to me"
oos,"when did the mls start"
oos,"what is the highest earning game on atari"
oos,"how many people live in taiwan"
oos,"what are some of picasso's most famous works"
oos,"when did camus die"
oos,"what's the biggest saas marketing company in the united states"
oos,"what do you call someone who was born in segovia"
oos,"what is rhineland"
oos,"who is the scariest character in start trek"
oos,"who are some notable alumni of ucsd"
oos,"what is the next football game"
oos,"what percentage of species display cold blooded traits"
oos,"what animals have alpha males"
oos,"why do males want to be alpha"
oos,"what's the average battery life of an android phone"
translate,"in spanish, meet me tomorrow is said how"
translate,"in french, how do i say, see you later"
translate,"how do i ask about the weather in chinese"
translate,"how do i say dinner in spanish"
translate,"how do you say good bye in french"
translate,"how do i say thank you in spanish"
translate,"how do i say good bye in chinese"
translate,"i need to know how to say hello in france"
translate,"how do you say hello in mexico"
translate,"tell me how to say hello in chile"
translate,"i want to know how to say goodbye in france"
translate,"would you translate a sentence into russian for me, please"
translate,"would you translate a phrase into mandarin for me"
translate,"could you translate this into chinese for me, please"
translate,"how would i say, 'i don't know the answer' in spanish"
translate,"what is latin for i love you"
translate,"how would i say i love you if i were french"
translate,"can you translate cat into russian for me"
translate,"how do you say i'm hungry in french"
translate,"how could i say twin in chinese"
translate,"what words would i use to tell someone i am lost if i were japanese"
translate,"can you translate good bye into russian for me"
translate,"what is the way to say thank you in spanish"
translate,"translate hello in french"
translate,"can you tell me how to say 'i do not speak much spanish', in spanish"
translate,"how do they say goodbye in hawaii"
translate,"what is spanish for hello"
translate,"how do they say \"i love you\" in japanese"
translate,"what is the correct way to say 'i am a visitor' in french"
translate,"what is spanish for good morning"
translate,"translate hello english to french"
translate,"i would like to know how to say hello in french"
translate,"how do they say \"who is your father\" in german"
translate,"i would i say subway if i were english"
translate,"please translate grocery into french for me"
translate,"how do you say please in arabic"
translate,"can you translate bowl into russian for me"
translate,"how would i say if i were english subway"
translate,"can you translate bat into russian for me"
translate,"can you translate i love you into french for me"
translate,"how would you say fly in italian"
translate,"how would they say butter in zambia"
translate,"how do you say fast in spanish"
translate,"what's the word for trees in norway"
translate,"how do they say tacos in mexico"
translate,"how would one say cruiser in china"
translate,"what's the french word you use for potato"
translate,"what would the word for grass be in finland"
translate,"how do you say please in french"
translate,"how would i say nice to meet you if i were russian"
translate,"how would i say thank you if i were mexican"
translate,"how would i say what is your name if i were french"
translate,"how do i say bathroom in italian"
translate,"how would i say i love you if i were german"
